s,C,C,C
 1.3950006E+003, 2.0359244E+001, 8.0219302E+001, 1.3657380E+002
 1.3960056E+003, 2.0352852E+001, 1.1012435E+002, 1.3655279E+002
 1.3970065E+003, 2.0373516E+001, 1.0754824E+002, 1.3794537E+002
 1.3980051E+003, 2.0392367E+001, 1.0173834E+002, 1.3768819E+002
 1.3990197E+003, 2.0327393E+001, 8.2974455E+001, 1.3540234E+002
 1.4000196E+003, 2.0370027E+001, 1.1574516E+002, 1.3537267E+002
 1.4010095E+003, 2.0366088E+001, 1.1545237E+002, 1.3687841E+002
 1.4020174E+003, 2.0359277E+001, 9.3714941E+001, 1.3587617E+002
 1.4030134E+003, 2.0377632E+001, 5.5665639E+001, 1.3359926E+002
 1.4040125E+003, 2.0343751E+001, 6.8587509E+001, 1.3435746E+002
 1.4050164E+003, 2.0356214E+001, 8.9143501E+001, 1.3385640E+002
 1.4060135E+003, 2.0384378E+001, 5.9657649E+001, 1.3442069E+002
 1.4070120E+003, 2.0384951E+001, 6.4007529E+001, 1.3697562E+002
 1.4080165E+003, 2.0350883E+001, 7.5138935E+001, 1.3544943E+002
 1.4090115E+003, 2.0345368E+001, 7.3643637E+001, 1.3697392E+002
 1.4100036E+003, 2.0360847E+001, 8.5814410E+001, 1.3637917E+002
 1.4110027E+003, 2.0375406E+001, 9.8601921E+001, 1.3419652E+002
 1.4120059E+003, 2.0364250E+001, 9.8737250E+001, 1.3550543E+002
 1.4130155E+003, 2.0336562E+001, 1.0710331E+002, 1.3373002E+002
 1.4140046E+003, 2.0316539E+001, 8.9821622E+001, 1.3782995E+002
 1.4150121E+003, 2.0332032E+001, 8.3552325E+001, 1.3648950E+002
 1.4160022E+003, 2.0314892E+001, 7.2594492E+001, 1.3790372E+002
 1.4170050E+003, 2.0338705E+001, 7.5358396E+001, 1.3772480E+002
 1.4180161E+003, 2.0375277E+001, 9.1612540E+001, 1.3826705E+002
 1.4190154E+003, 2.0372628E+001, 1.0824920E+002, 1.3653271E+002
 1.4200165E+003, 2.0358682E+001, 1.0397833E+002, 1.3619494E+002
 1.4210027E+003, 2.0388926E+001, 1.0748688E+002, 1.3817190E+002
 1.4220090E+003, 2.0385659E+001, 9.7319818E+001, 1.3599120E+002
 1.4230020E+003, 2.0397938E+001, 1.0468781E+002, 1.3764860E+002
 1.4240187E+003, 2.0354323E+001, 9.7840864E+001, 1.3663241E+002
 1.4250036E+003, 2.0361019E+001, 1.1304458E+002, 1.3814914E+002
 1.4260138E+003, 2.0349729E+001, 8.0881548E+001, 1.3871335E+002
 1.4270032E+003, 2.0370729E+001, 9.5326314E+001, 1.3655688E+002
 1.4280058E+003, 2.0365917E+001, 9.5227494E+001, 1.3516032E+002
 1.4290068E+003, 2.0358214E+001, 1.0440033E+002, 1.3359602E+002
 1.4300184E+003, 2.0311860E+001, 1.0241859E+002, 1.3503173E+002
 1.4310076E+003, 2.0305604E+001, 8.2847748E+001, 1.3934799E+002
 1.4320008E+003, 2.0322245E+001, 1.0702235E+002, 1.3724073E+002
 1.4330161E+003, 2.0326333E+001, 1.0060233E+002, 1.3437674E+002
 1.4340092E+003, 2.0347490E+001, 1.0294010E+002, 1.3415892E+002
 1.4350040E+003, 2.0347006E+001, 8.6108861E+001, 1.3474701E+002
 1.4360097E+003, 2.0368372E+001, 9.1871136E+001, 1.3496251E+002
 1.4370002E+003, 2.0389306E+001, 1.0235306E+002, 1.3700133E+002
 1.4380123E+003, 2.0412056E+001, 1.0455474E+002, 1.3843490E+002
 1.4390100E+003, 2.0410474E+001, 1.0840313E+002, 1.3658262E+002
 1.4400227E+003, 2.0398284E+001, 1.0002575E+002, 1.3580859E+002
 1.4410044E+003, 2.0378737E+001, 1.0981522E+002, 1.3652946E+002
 1.4420017E+003, 2.0364140E+001, 1.1047893E+002, 1.3792793E+002
 1.4430119E+003, 2.0387188E+001, 1.0689808E+002, 1.3758614E+002
 1.4440230E+003, 2.0387717E+001, 1.0675944E+002, 1.3664037E+002
 1.4450250E+003, 2.0365554E+001, 9.7541946E+001, 1.3951565E+002
 1.4460072E+003, 2.0348324E+001, 5.0899676E+001, 1.3478812E+002
 1.4470012E+003, 2.0340589E+001, 8.0048283E+001, 1.3605227E+002
 1.4480048E+003, 2.0334679E+001, 9.6382128E+001, 1.3857481E+002
 1.4490060E+003, 2.0319510E+001, 8.3450457E+001, 1.3858608E+002
 1.4500129E+003, 2.0324402E+001, 1.0326648E+002, 1.3593495E+002
 1.4510129E+003, 2.0333054E+001, 9.7737639E+001, 1.3574616E+002
 1.4520140E+003, 2.0373726E+001, 1.0865378E+002, 1.3663307E+002
 1.4530199E+003, 2.0363265E+001, 1.0356989E+002, 1.3560078E+002
 1.4540054E+003, 2.0330661E+001, 8.9878825E+001, 1.3528657E+002
 1.4550049E+003, 2.0344955E+001, 9.2456122E+001, 1.3745613E+002
 1.4560189E+003, 2.0344244E+001, 1.0530856E+002, 1.3670015E+002
 1.4570077E+003, 2.0359690E+001, 9.0660501E+001, 1.3527288E+002
 1.4580170E+003, 2.0346178E+001, 8.8498688E+001, 1.3643510E+002
 1.4590043E+003, 2.0330278E+001, 1.0740979E+002, 1.3651430E+002
 1.4600184E+003, 2.0339969E+001, 1.0371338E+002, 1.3762333E+002
 1.4610113E+003, 2.0313945E+001, 8.6050090E+001, 1.3901011E+002
 1.4620008E+003, 2.0338352E+001, 9.2270066E+001, 1.3786849E+002
 1.4630096E+003, 2.0346714E+001, 8.8222137E+001, 1.3481903E+002
 1.4640001E+003, 2.0329279E+001, 1.1026807E+002, 1.3969915E+002
 1.4650189E+003, 2.0307369E+001, 8.1137047E+001, 1.3748047E+002
 1.4660154E+003, 2.0314111E+001, 1.0187549E+002, 1.3866972E+002
 1.4670135E+003, 2.0333631E+001, 9.1863701E+001, 1.3769122E+002
 1.4680080E+003, 2.0339218E+001, 9.8653752E+001, 1.3765289E+002
 1.4690191E+003, 2.0339905E+001, 9.5424456E+001, 1.3755668E+002
 1.4700173E+003, 2.0339322E+001, 1.0455546E+002, 1.3787724E+002
 1.4710073E+003, 2.0341193E+001, 1.0491445E+002, 1.3790343E+002
 1.4720010E+003, 2.0353634E+001, 9.8006167E+001, 1.3687803E+002
 1.4730101E+003, 2.0344221E+001, 9.3062433E+001, 1.3755229E+002
 1.4740213E+003, 2.0366978E+001, 9.7751022E+001, 1.3701488E+002
 1.4750157E+003, 2.0365390E+001, 8.8595555E+001, 1.3561378E+002
 1.4760101E+003, 2.0400330E+001, 1.1425343E+002, 1.3647872E+002
 1.4770035E+003, 2.0394471E+001, 9.6829904E+001, 1.3726845E+002
 1.4780173E+003, 2.0397638E+001, 8.5454092E+001, 1.4207481E+002
 1.4790031E+003, 2.0378516E+001, 1.0382850E+002, 1.3782102E+002
 1.4800106E+003, 2.0352563E+001, 9.5102801E+001, 1.3616199E+002
 1.4810211E+003, 2.0400581E+001, 9.9632514E+001, 1.3872929E+002
 1.4820096E+003, 2.0379068E+001, 7.7388479E+001, 1.3826847E+002
 1.4830164E+003, 2.0360979E+001, 7.6430302E+001, 1.3819569E+002
 1.4840158E+003, 2.0400686E+001, 9.4549689E+001, 1.3637433E+002
 1.4850174E+003, 2.0388368E+001, 7.8933084E+001, 1.3804186E+002
 1.4860140E+003, 2.0379624E+001, 6.9803642E+001, 1.3835179E+002
 1.4870009E+003, 2.0357909E+001, 1.0046930E+002, 1.3552148E+002
 1.4880014E+003, 2.0339887E+001, 9.0301015E+001, 1.3569025E+002
 1.4890180E+003, 2.0317953E+001, 7.6380004E+001, 1.3614996E+002
 1.4900045E+003, 2.0319553E+001, 1.0606522E+002, 1.3627148E+002
 1.4910164E+003, 2.0379317E+001, 1.1180941E+002, 1.3705538E+002
 1.4920046E+003, 2.0387480E+001, 1.1115679E+002, 1.3667510E+002
 1.4930145E+003, 2.0361929E+001, 1.0756631E+002, 1.3893968E+002
 1.4940184E+003, 2.0395117E+001, 1.0603425E+002, 1.4139656E+002
 1.4950094E+003, 2.0411944E+001, 8.8246533E+001, 1.4186659E+002
 1.4960038E+003, 2.0405816E+001, 8.2212900E+001, 1.3788672E+002
 1.4970140E+003, 2.0410469E+001, 1.0490894E+002, 1.3714614E+002
 1.4980199E+003, 2.0399609E+001, 9.5912197E+001, 1.3777790E+002
 1.4990138E+003, 2.0432875E+001, 9.7131644E+001, 1.3766455E+002
 1.5000019E+003, 2.0411776E+001, 9.9468204E+001, 1.3652844E+002
 1.5010061E+003, 2.0380217E+001, 9.2848751E+001, 1.4012290E+002
 1.5020104E+003, 2.0354575E+001, 9.7646965E+001, 1.3903034E+002
 1.5030068E+003, 2.0354143E+001, 8.8431861E+001, 1.3876033E+002
 1.5040108E+003, 2.0379811E+001, 9.8070016E+001, 1.3709161E+002
 1.5050036E+003, 2.0373628E+001, 1.0445395E+002, 1.3891645E+002
 1.5060185E+003, 2.0395661E+001, 9.7988117E+001, 1.3975391E+002
 1.5070011E+003, 2.0426779E+001, 1.1544072E+002, 1.3858112E+002
 1.5080102E+003, 2.0422885E+001, 8.0807200E+001, 1.3517225E+002
 1.5090156E+003, 2.0371251E+001, 9.4638108E+001, 1.3652099E+002
 1.5100106E+003, 2.0360755E+001, 9.1812933E+001, 1.3403312E+002
 1.5110046E+003, 2.0374577E+001, 9.1636104E+001, 1.3485307E+002
 1.5120108E+003, 2.0343713E+001, 7.7428691E+001, 1.3596726E+002
 1.5130066E+003, 2.0367789E+001, 7.3850636E+001, 1.3618297E+002
 1.5140034E+003, 2.0375351E+001, 7.9315171E+001, 1.3649375E+002
 1.5150149E+003, 2.0380775E+001, 1.0493048E+002, 1.3854482E+002
 1.5160051E+003, 2.0358104E+001, 6.6758086E+001, 1.3640679E+002
 1.5170114E+003, 2.0356605E+001, 7.9744465E+001, 1.4024625E+002
 1.5180114E+003, 2.0371594E+001, 1.0614754E+002, 1.4084874E+002
 1.5190014E+003, 2.0375967E+001, 1.1075281E+002, 1.4081873E+002
 1.5200105E+003, 2.0391620E+001, 1.0462493E+002, 1.3996549E+002
 1.5210137E+003, 2.0396419E+001, 1.1144300E+002, 1.3906235E+002
 1.5220052E+003, 2.0393430E+001, 1.1532774E+002, 1.3680058E+002
 1.5230187E+003, 2.0391903E+001, 1.0578811E+002, 1.3706213E+002
 1.5240151E+003, 2.0404678E+001, 9.7625262E+001, 1.3622113E+002
 1.5250153E+003, 2.0393287E+001, 9.6577474E+001, 1.3617379E+002
 1.5260101E+003, 2.0393552E+001, 9.1258137E+001, 1.3710710E+002
 1.5270018E+003, 2.0376660E+001, 8.0907262E+001, 1.3592567E+002
 1.5280138E+003, 2.0416837E+001, 1.0227621E+002, 1.3855245E+002
 1.5290092E+003, 2.0386601E+001, 8.6881222E+001, 1.3658334E+002
 1.5300021E+003, 2.0388061E+001, 8.8686341E+001, 1.3494514E+002
 1.5310185E+003, 2.0375161E+001, 1.1014413E+002, 1.3778926E+002
 1.5320212E+003, 2.0351906E+001, 1.1309527E+002, 1.3857639E+002
 1.5330175E+003, 2.0324829E+001, 1.0845488E+002, 1.3908472E+002
 1.5340175E+003, 2.0351874E+001, 9.3039042E+001, 1.3874234E+002
 1.5350106E+003, 2.0344701E+001, 1.0367016E+002, 1.4078958E+002
 1.5360140E+003, 2.0336739E+001, 1.1245921E+002, 1.3652271E+002
 1.5370175E+003, 2.0361444E+001, 1.0665706E+002, 1.3771370E+002
 1.5380081E+003, 2.0357218E+001, 9.0021719E+001, 1.3832372E+002
 1.5390213E+003, 2.0357420E+001, 1.0551831E+002, 1.3803942E+002
 1.5400190E+003, 2.0352770E+001, 7.4051909E+001, 1.3836518E+002
 1.5410085E+003, 2.0342182E+001, 7.7994992E+001, 1.3669807E+002
 1.5420157E+003, 2.0332143E+001, 1.1025724E+002, 1.3718554E+002
 1.5430053E+003, 2.0331159E+001, 1.1102774E+002, 1.3848493E+002
 1.5440008E+003, 2.0331363E+001, 9.5764793E+001, 1.3882927E+002
 1.5450052E+003, 2.0361454E+001, 8.0934479E+001, 1.3742515E+002
 1.5460021E+003, 2.0371685E+001, 9.3944676E+001, 1.4105808E+002
 1.5470119E+003, 2.0394227E+001, 1.1033391E+002, 1.4089499E+002
 1.5480142E+003, 2.0396541E+001, 9.2847780E+001, 1.4042514E+002
 1.5490208E+003, 2.0427022E+001, 9.7488661E+001, 1.3978926E+002
 1.5500155E+003, 2.0435676E+001, 7.1511215E+001, 1.3950164E+002
 1.5510117E+003, 2.0362030E+001, 7.4006500E+001, 1.3894469E+002
 1.5520202E+003, 2.0352536E+001, 1.1018832E+002, 1.3850198E+002
 1.5530122E+003, 2.0392948E+001, 1.0340717E+002, 1.3890083E+002
 1.5540193E+003, 2.0388778E+001, 1.0271794E+002, 1.3915521E+002
 1.5550013E+003, 2.0382472E+001, 1.1078677E+002, 1.3880402E+002
 1.5560156E+003, 2.0398170E+001, 8.2248817E+001, 1.3681693E+002
 1.5570000E+003, 2.0401270E+001, 9.5528472E+001, 1.3962272E+002
 1.5580015E+003, 2.0410279E+001, 4.0996018E+001, 1.3713448E+002
 1.5590084E+003, 2.0433734E+001, 7.9062936E+001, 1.3718400E+002
 1.5600008E+003, 2.0445999E+001, 7.6801513E+001, 1.3804424E+002
 1.5610091E+003, 2.0414828E+001, 9.0482190E+001, 1.4008042E+002
 1.5620041E+003, 2.0377864E+001, 7.8189770E+001, 1.3884115E+002
 1.5630168E+003, 2.0374183E+001, 9.1178523E+001, 1.3798092E+002
 1.5640128E+003, 2.0379165E+001, 8.7936798E+001, 1.3764578E+002
 1.5650209E+003, 2.0364870E+001, 9.5349959E+001, 1.3790444E+002
 1.5660160E+003, 2.0385135E+001, 1.1387309E+002, 1.3946071E+002
 1.5670020E+003, 2.0400109E+001, 1.1664098E+002, 1.3869299E+002
 1.5680198E+003, 2.0422117E+001, 1.1326422E+002, 1.4047838E+002
 1.5690057E+003, 2.0449219E+001, 9.2180475E+001, 1.3787118E+002
 1.5700071E+003, 2.0432759E+001, 1.0749429E+002, 1.3743020E+002
 1.5710073E+003, 2.0410309E+001, 9.7137612E+001, 1.3883474E+002
 1.5720226E+003, 2.0394660E+001, 9.8977588E+001, 1.3890497E+002
 1.5730035E+003, 2.0390562E+001, 1.0093489E+002, 1.3808193E+002
 1.5740128E+003, 2.0392445E+001, 9.3977464E+001, 1.3621281E+002
 1.5750214E+003, 2.0387095E+001, 9.4602460E+001, 1.3725911E+002
 1.5760047E+003, 2.0393564E+001, 8.8350886E+001, 1.3772902E+002
 1.5770017E+003, 2.0383383E+001, 8.2872029E+001, 1.3734409E+002
 1.5780202E+003, 2.0381652E+001, 9.2477173E+001, 1.3512671E+002
 1.5790036E+003, 2.0370473E+001, 8.6936209E+001, 1.3532377E+002
 1.5800152E+003, 2.0388225E+001, 5.3234917E+001, 1.3686843E+002
 1.5810009E+003, 2.0370002E+001, 7.8997382E+001, 1.3739190E+002
 1.5820139E+003, 2.0388828E+001, 1.0489866E+002, 1.3605782E+002
 1.5830097E+003, 2.0400299E+001, 9.4776981E+001, 1.3421447E+002
 1.5840189E+003, 2.0433494E+001, 9.4962762E+001, 1.3549659E+002
 1.5850218E+003, 2.0369358E+001, 9.5221810E+001, 1.3488717E+002
 1.5860216E+003, 2.0341901E+001, 9.8858214E+001, 1.3558319E+002
 1.5870096E+003, 2.0320159E+001, 1.0027014E+002, 1.3576576E+002
 1.5880208E+003, 2.0335507E+001, 1.1532426E+002, 1.3606985E+002
 1.5890067E+003, 2.0335941E+001, 1.0847493E+002, 1.3662469E+002
 1.5900099E+003, 2.0327180E+001, 1.1045646E+002, 1.3627314E+002
 1.5910077E+003, 2.0322977E+001, 1.0557835E+002, 1.3848135E+002
 1.5920143E+003, 2.0343953E+001, 1.0900942E+002, 1.3929487E+002
 1.5930122E+003, 2.0347013E+001, 1.0518873E+002, 1.3532563E+002
 1.5940066E+003, 2.0329257E+001, 8.5870182E+001, 1.3841826E+002
 1.5950171E+003, 2.0375753E+001, 1.0517992E+002, 1.3726999E+002
 1.5960127E+003, 2.0347307E+001, 8.7044180E+001, 1.3609638E+002
 1.5970006E+003, 2.0388382E+001, 9.3292586E+001, 1.3500649E+002
 1.5980092E+003, 2.0409836E+001, 1.0643808E+002, 1.3658184E+002
 1.5990171E+003, 2.0365297E+001, 1.0135542E+002, 1.3528583E+002
 1.6000116E+003, 2.0384881E+001, 9.1121599E+001, 1.3729688E+002
 1.6010105E+003, 2.0401698E+001, 1.0623711E+002, 1.3628554E+002
 1.6020059E+003, 2.0366193E+001, 8.6221518E+001, 1.3707632E+002
 1.6030109E+003, 2.0356747E+001, 9.4524481E+001, 1.3716256E+002
 1.6040052E+003, 2.0381731E+001, 9.9660689E+001, 1.3680406E+002
 1.6050061E+003, 2.0400299E+001, 9.9380116E+001, 1.3781620E+002
 1.6060133E+003, 2.0408887E+001, 1.0757539E+002, 1.3650054E+002
 1.6070036E+003, 2.0448016E+001, 8.9452739E+001, 1.3730954E+002
 1.6080121E+003, 2.0434578E+001, 9.0106160E+001, 1.3740188E+002
 1.6090167E+003, 2.0371028E+001, 8.9075878E+001, 1.3982757E+002
 1.6100008E+003, 2.0350374E+001, 1.1054543E+002, 1.3940648E+002
 1.6110074E+003, 2.0351188E+001, 7.9557817E+001, 1.3891915E+002
 1.6120020E+003, 2.0355094E+001, 9.5566320E+001, 1.3887715E+002
 1.6130201E+003, 2.0351140E+001, 1.0519163E+002, 1.3671297E+002
 1.6140216E+003, 2.0348114E+001, 9.5407639E+001, 1.3690896E+002
 1.6150173E+003, 2.0343936E+001, 6.4823128E+001, 1.3907490E+002
 1.6160090E+003, 2.0357889E+001, 1.0367642E+002, 1.4023075E+002
 1.6170195E+003, 2.0356006E+001, 8.7581449E+001, 1.3888071E+002
 1.6180009E+003, 2.0377506E+001, 9.9940724E+001, 1.3895639E+002
 1.6190168E+003, 2.0393816E+001, 1.0005612E+002, 1.3884467E+002
 1.6200122E+003, 2.0381811E+001, 1.0625475E+002, 1.4097938E+002
 1.6210027E+003, 2.0405159E+001, 1.0143904E+002, 1.4043316E+002
 1.6220026E+003, 2.0429700E+001, 7.7760458E+001, 1.3975018E+002
 1.6230132E+003, 2.0385879E+001, 1.0008055E+002, 1.4005848E+002
 1.6240145E+003, 2.0386638E+001, 1.0043905E+002, 1.3837708E+002
 1.6250121E+003, 2.0412530E+001, 9.2518391E+001, 1.3952343E+002
 1.6260142E+003, 2.0387287E+001, 1.0767458E+002, 1.3962570E+002
 1.6270121E+003, 2.0384028E+001, 7.1329398E+001, 1.3924310E+002
 1.6280218E+003, 2.0382368E+001, 9.7918789E+001, 1.3719699E+002
 1.6290040E+003, 2.0391352E+001, 1.0992304E+002, 1.3882259E+002
 1.6300020E+003, 2.0406474E+001, 9.9081284E+001, 1.3841119E+002
 1.6310161E+003, 2.0416551E+001, 7.9340590E+001, 1.3881847E+002
 1.6320087E+003, 2.0422404E+001, 1.0408096E+002, 1.3882746E+002
 1.6330064E+003, 2.0443162E+001, 9.4304420E+001, 1.3714648E+002
 1.6340148E+003, 2.0418554E+001, 7.0976088E+001, 1.4031594E+002
 1.6350103E+003, 2.0398409E+001, 1.1253827E+002, 1.3902890E+002
 1.6360160E+003, 2.0400884E+001, 1.0924160E+002, 1.3806329E+002
 1.6370051E+003, 2.0376505E+001, 8.6403019E+001, 1.3831764E+002
 1.6380092E+003, 2.0387317E+001, 6.1991011E+001, 1.3592513E+002
 1.6390097E+003, 2.0401369E+001, 8.2918632E+001, 1.3542430E+002
 1.6400164E+003, 2.0427444E+001, 1.1444734E+002, 1.3953674E+002
 1.6410014E+003, 2.0409632E+001, 7.9019950E+001, 1.3822930E+002
 1.6420143E+003, 2.0389966E+001, 9.0074961E+001, 1.3903993E+002
 1.6430218E+003, 2.0370741E+001, 1.1009615E+002, 1.3835616E+002
 1.6440157E+003, 2.0383146E+001, 9.9684428E+001, 1.3632683E+002
 1.6450144E+003, 2.0397969E+001, 1.0894416E+002, 1.3664297E+002
 1.6460090E+003, 2.0408163E+001, 1.0256999E+002, 1.3646835E+002
 1.6470088E+003, 2.0363703E+001, 9.9058619E+001, 1.3645040E+002
 1.6480015E+003, 2.0365891E+001, 9.3687144E+001, 1.3588032E+002
 1.6490013E+003, 2.0359706E+001, 9.5663461E+001, 1.3756438E+002
 1.6500153E+003, 2.0390682E+001, 9.8204771E+001, 1.3659807E+002
 1.6510031E+003, 2.0380229E+001, 1.0604528E+002, 1.3662280E+002
 1.6520106E+003, 2.0357696E+001, 9.8190501E+001, 1.3643741E+002
 1.6530086E+003, 2.0389157E+001, 8.2442915E+001, 1.3623304E+002
 1.6540146E+003, 2.0425043E+001, 1.0550998E+002, 1.3655256E+002
 1.6550001E+003, 2.0429372E+001, 1.1207951E+002, 1.3974077E+002
 1.6560105E+003, 2.0443042E+001, 1.1237254E+002, 1.3851950E+002
 1.6570072E+003, 2.0443668E+001, 7.8233819E+001, 1.3862253E+002
 1.6580060E+003, 2.0407388E+001, 1.0378414E+002, 1.3859365E+002
 1.6590132E+003, 2.0406402E+001, 9.6047309E+001, 1.3962585E+002
 1.6600094E+003, 2.0415995E+001, 1.0336035E+002, 1.3717294E+002
 1.6610012E+003, 2.0424554E+001, 9.6887448E+001, 1.3833569E+002
 1.6620050E+003, 2.0439125E+001, 7.9107332E+001, 1.3922737E+002
 1.6630140E+003, 2.0439434E+001, 6.6193794E+001, 1.3763803E+002
 1.6640024E+003, 2.0419197E+001, 7.2928589E+001, 1.4009188E+002
 1.6650177E+003, 2.0382343E+001, 8.8617100E+001, 1.4262248E+002
 1.6660099E+003, 2.0397398E+001, 8.9083935E+001, 1.3869875E+002
 1.6670203E+003, 2.0384428E+001, 8.0988227E+001, 1.3848224E+002
 1.6680185E+003, 2.0384847E+001, 9.4048245E+001, 1.3834285E+002
 1.6690177E+003, 2.0432532E+001, 9.7558422E+001, 1.3961209E+002
 1.6700169E+003, 2.0383201E+001, 9.1262919E+001, 1.4025971E+002
 1.6710162E+003, 2.0387504E+001, 1.0497295E+002, 1.4030512E+002
 1.6720154E+003, 2.0406039E+001, 8.6936682E+001, 1.3962362E+002
 1.6730109E+003, 2.0399989E+001, 1.0130722E+002, 1.4136920E+002
 1.6740163E+003, 2.0400943E+001, 9.7577392E+001, 1.3913775E+002
 1.6750017E+003, 2.0394867E+001, 1.0220933E+002, 1.3928431E+002
 1.6760158E+003, 2.0386463E+001, 9.8046446E+001, 1.4047648E+002
 1.6770185E+003, 2.0434315E+001, 9.2673423E+001, 1.4105033E+002
 1.6780014E+003, 2.0448252E+001, 8.1194076E+001, 1.4160199E+002
 1.6790156E+003, 2.0452234E+001, 9.7157685E+001, 1.4010585E+002
 1.6800202E+003, 2.0481651E+001, 1.0020072E+002, 1.4038388E+002
 1.6810033E+003, 2.0503289E+001, 9.6714930E+001, 1.3848263E+002
 1.6820185E+003, 2.0426066E+001, 8.1650913E+001, 1.3784802E+002
 1.6830079E+003, 2.0427268E+001, 8.0708298E+001, 1.3801078E+002
 1.6840019E+003, 2.0420430E+001, 9.8566717E+001, 1.3924535E+002
 1.6850017E+003, 2.0389445E+001, 1.0341251E+002, 1.3794234E+002
 1.6860183E+003, 2.0383426E+001, 7.8344789E+001, 1.3896232E+002
 1.6870149E+003, 2.0458784E+001, 7.4427856E+001, 1.3754217E+002
 1.6880159E+003, 2.0391035E+001, 9.3717837E+001, 1.3737106E+002
 1.6890199E+003, 2.0393004E+001, 9.8524794E+001, 1.3873924E+002
 1.6900034E+003, 2.0409143E+001, 1.0191199E+002, 1.3794102E+002
 1.6910131E+003, 2.0411450E+001, 7.4860930E+001, 1.3884307E+002
 1.6920082E+003, 2.0409999E+001, 1.0835855E+002, 1.3868232E+002
 1.6930099E+003, 2.0421432E+001, 7.6289256E+001, 1.3768306E+002
 1.6940117E+003, 2.0444648E+001, 1.0514955E+002, 1.3666686E+002
 1.6950067E+003, 2.0442946E+001, 1.1216735E+002, 1.3859248E+002
 1.6960056E+003, 2.0454883E+001, 8.2840932E+001, 1.3706166E+002
 1.6970138E+003, 2.0438201E+001, 9.8857007E+001, 1.3656433E+002
 1.6980148E+003, 2.0452963E+001, 9.9340692E+001, 1.3738652E+002
 1.6990088E+003, 2.0432874E+001, 8.6711273E+001, 1.3618985E+002
 1.7000172E+003, 2.0431543E+001, 8.2402993E+001, 1.3607609E+002
 1.7010159E+003, 2.0416630E+001, 1.0629424E+002, 1.3764348E+002
 1.7020122E+003, 2.0457973E+001, 1.1204914E+002, 1.3722508E+002
 1.7030177E+003, 2.0431563E+001, 1.1119497E+002, 1.3780086E+002
 1.7040107E+003, 2.0402088E+001, 9.5513215E+001, 1.3886884E+002
 1.7050036E+003, 2.0415701E+001, 1.0681193E+002, 1.3817864E+002
 1.7060126E+003, 2.0358389E+001, 1.1160204E+002, 1.3695662E+002
 1.7070086E+003, 2.0330551E+001, 1.1208115E+002, 1.3614282E+002
 1.7080084E+003, 2.0306801E+001, 8.7563843E+001, 1.3751696E+002
 1.7090130E+003, 2.0293090E+001, 1.0175593E+002, 1.3708542E+002
 1.7100131E+003, 2.0298855E+001, 9.0381557E+001, 1.3718103E+002
 1.7110216E+003, 2.0336443E+001, 1.0715262E+002, 1.3665226E+002
 1.7120110E+003, 2.0346007E+001, 9.0084389E+001, 1.3844876E+002
 1.7130228E+003, 2.0354015E+001, 7.3257879E+001, 1.3786817E+002
 1.7140187E+003, 2.0337655E+001, 1.0634260E+002, 1.3678023E+002
 1.7150068E+003, 2.0347911E+001, 8.7319782E+001, 1.3699561E+002
 1.7160152E+003, 2.0398029E+001, 8.8528386E+001, 1.3700736E+002
 1.7170111E+003, 2.0378359E+001, 9.9300734E+001, 1.3843784E+002
 1.7180071E+003, 2.0428596E+001, 1.0721602E+002, 1.3809407E+002
 1.7190090E+003, 2.0451482E+001, 8.5396894E+001, 1.3973200E+002
 1.7200010E+003, 2.0444578E+001, 8.9149454E+001, 1.4259827E+002
 1.7210020E+003, 2.0404047E+001, 1.1673833E+002, 1.4000808E+002
 1.7220014E+003, 2.0390875E+001, 9.1258328E+001, 1.3832613E+002
 1.7230028E+003, 2.0412247E+001, 1.0196551E+002, 1.3699280E+002
 1.7240096E+003, 2.0379807E+001, 9.9476903E+001, 1.3860045E+002
 1.7250128E+003, 2.0415045E+001, 8.7575870E+001, 1.3772311E+002
 1.7260034E+003, 2.0446788E+001, 1.0813214E+002, 1.3814350E+002
 1.7270138E+003, 2.0447911E+001, 1.0224430E+002, 1.3782927E+002
 1.7280060E+003, 2.0417552E+001, 9.5273128E+001, 1.3960150E+002
 1.7290232E+003, 2.0400807E+001, 8.2450074E+001, 1.4259702E+002
 1.7300102E+003, 2.0409816E+001, 1.0218063E+002, 1.4137310E+002
 1.7310075E+003, 2.0440662E+001, 9.9206384E+001, 1.4005059E+002
 1.7320116E+003, 2.0454962E+001, 1.1015129E+002, 1.4081216E+002
 1.7330189E+003, 2.0429147E+001, 1.0116585E+002, 1.3710134E+002
 1.7340154E+003, 2.0418602E+001, 1.0992404E+002, 1.3780903E+002
 1.7350006E+003, 2.0430093E+001, 9.5921752E+001, 1.3908994E+002
 1.7360022E+003, 2.0411234E+001, 8.2517208E+001, 1.3818495E+002
 1.7370039E+003, 2.0458585E+001, 9.6640054E+001, 1.3761326E+002
 1.7380171E+003, 2.0480321E+001, 1.0263927E+002, 1.3776103E+002
 1.7390057E+003, 2.0445139E+001, 1.0594604E+002, 1.3690697E+002
 1.7400057E+003, 2.0424393E+001, 1.0659675E+002, 1.3626516E+002
 1.7410032E+003, 2.0413846E+001, 1.0301679E+002, 1.3756856E+002
 1.7420040E+003, 2.0415541E+001, 1.0140922E+002, 1.3741301E+002
 1.7430048E+003, 2.0408836E+001, 1.1324282E+002, 1.3948212E+002
